fonteditor_options_intepreter,Interpreter,처리기,,Font editor interpreter version option,,,,,,,,
fonteditor_options_intepreter_tooltip,Select the TrueType interpreter version,트루타입 처리기의 버전을 선택합니다.,,Font editor interpreter version option tooltip,,,,,,,,
fonteditor_options_conversion,Rounding,외곽 보정,,Font point size to integer conversion,,,,,,,,
fonteditor_options_conversion_tooltip,Select rounding method when converting from fixed-point decimal size to integer,고정 소수점 크기의 글꼴을 정수 크기로 조정할 때 사용할 보정 방법을 선택합니다.,,Font point size to integer conversion tooltip,,,,,,,,
fonteditor_add_range,Add,추가,,Adding a new font range - button,,,,,,,,
fonteditor_add_range_desc,Add new range,범위를 새로 더합니다.,,Adding a new font range - description,,,,,,,,
fonteditor_bold,Bold,굵게,,Font editor Bold caption,,,,,,,,
fonteditor_del_range,Delete,삭제,,Delete the currently selected font range - button,,,,,,,,
fonteditor_del_range_desc,Delete selected range,선택된 범위를 지웁니다.,,Delete the currently selected font range - description,,,,,,,,
fonteditor_regenerate,Regenerate,텍스처 생성,,Regenerate this font texture,,,,,,,,
fonteditor_regenerate_desc,Regenerate font texture,텍스처를 다시 만듭니다.,,Regenerate this font texture,,,,,,,,
fonteditor_helloworld,Hello World!!,Hello World!!,,Inital text window in the Font Editor,,,,,,,,
FontEditor_InvalidChars_BtnNo,No,아니요,,Font editor invalid chars No button,,,,,,,,
FontEditor_InvalidChars_BtnYes,Yes,예,,Font editor invalid chars Yes button,,,,,,,,
FontEditor_InvalidChars_NotFoundMessage,These characters are not in this font:,이 문자들이 글꼴에 없습니다:,,Font editor invalid chars message label,,,,,,,,
FontEditor_InvalidChars_Question,Would you like to add them?,추가할까요?,,Font editor invalid chars question label,,,,,,,,
FontEditor_InvalidChars_Warning,Warning!,경고!,,Font editor invalid chars warning label,,,,,,,,
fonteditor_italic,Italic,기울임,,Font editor Italic caption,,,,,,,,
fonteditor_name,Name,이름,,GML Name of font,,,,,,,,
fonteditor_render_mode,Anti-aliasing,계단 현상 방지,,The method of anti-aliasing rendering,,,,,,,,
fonteditor_size,Size,크기,,Size of font,,,,,,,,
fonteditor_style,Presets,사전 설정,,Font Editor style group name,,,,,,,,
fonteditor_stylename,Style,스타일,,Font editor style name,,,,,,,,
fonteditor_toggle,Toggle,전환,,Font editor AA radio group header,,,,,,,,
fonteditor_window,Font: {0},글꼴,,Font editor title,,,,,,,,
fonteditor_options_window,Font Options,글꼴 설정,,Font options window title,,,,,,,,
fonteditor_includettf,Copy to project,프로젝트로 복사,,Font editor include TTF checkbox,,,,,,,,
fonteditor_includettf_tooltip,Copy the source font into the project\nMarketplace assets containing this resource will also include the source font,원본 글꼴 파일을 가져올 수 있어요.\n이 자원이 포함된 장터 내의 자산에도 원본 글꼴이 삽입돼요.,,tooltip for the 'includettf' copy to project checkbox,,,,,,,,
fonteditor_ttfpath,{0},{0},,Font editor included TTF path,,,,,,,,
fonteditor_selectttf,Select Font to Include,포함할 글꼴 선택,,Font editor include Font dialog title,,,,,,,,
fontrange_add_range,Add Range,범위 추가,,Confirm adding the range,,,,,,,,
fontrange_ascii,ASCII,ASCII,,Font range dialog - ASCII characters button,,,,,,,,
fontrange_caption,Font Range,글꼴 범위,,Name of the font range dialog,,,,,,,,
fontrange_digits,Digits,숫자,,Font range dialog - Numerical digits only button,,,,,,,,
fontrange_from_code,From Code,코드로부터,,Front range dialog - From Code button,,,,,,,,
fontrange_from_file,From File,파일로부터,,Front range dialog - From File button,,,,,,,,
fontrange_letters,Letters,문자,,Font range dialog - English letters only button,,,,,,,,
fontrange_normal,Normal,일반,,Font range dialog - Normal only button,,,,,,,,
fontrange_till,to,부터,,Font range dialog - TILL text label,,,,,,,,
ListBoxEnum_eFontHinting_Normal,Normal,일반,,Normal font hinting,,,,,,,,
Help_eFontHinting_Normal,This is the default anti-aliased hinting algorithm,기본적인 계단 현상 보간을 해주는 알고리즘입니다.,,Normal font hinting tooltip,,,,,,,,
ListBoxEnum_eFontHinting_Light,Light,얕게,,Light font hinting,,,,,,,,
Help_eFontHinting_Light,A lighter anti-aliased hinting algorithm\nMany generated glyphs are more fuzzy but better resemble its original shape,더 얕게 계단 현상 보간을 해주는 알고리즘입니다.\n많이 생성된 상형자들은 흐릿해 지지만 원래 글자와 더 비슷합니다.,,Light font hinting tooltip,,,,,,,,
ListBoxEnum_eFontHinting_Mono,Monochrome,흑백,,Monochrome font hinting,,,,,,,,
Help_eFontHinting_Mono,Strong hinting algorithm that should only be used for monochrome output,강하게 계단 현상 보간을 해주는 알고리즘입니다. 웬만하면 흑백 글자에서만 사용하시는 것을 권장합니다.,,Monochrome font hinting tooltip,,,,,,,,
ListBoxEnum_eGlyphOperations_Default,Default,기본,,Default glyph operation,,,,,,,,
ListBoxEnum_eGlyphOperations_DisableHinting,Disable Hinting,획 보정 비활성화하기,,Disable font hinting glyph operation,,,,,,,,
Help_eGlyphOperations_DisableHinting,Disable hinting\nThis disables the font's native hinter and the auto-hinter,획 보정을 비활성화합니다.\n이는 글꼴 자체 보정과 자동 보정을 비활성화 합니다.,,Disable font hinting glyph operation tooltip,,,,,,,,
ListBoxEnum_eGlyphOperations_DisableAutoHinting,Disable Auto-hinter,자동 획 보정 비활성화하기,,Disable auto-hinter glyph operation,,,,,,,,
Help_eGlyphOperations_DisableAutoHinting,Disable the auto-hinter and prefer the font's native hinter if it has one\nThis overrides 'Prefer Auto-hinter',자동 보정을 끄고 가능한 경우 글꼴 자체 보정을 사용합니다.\n이는 자동 확 보정 우선을 무시합니다.,,Disable auto-hinter glyph operation tooltip,,,,,,,,
ListBoxEnum_eGlyphOperations_PreferAutoHinting,Prefer Auto-hinter,자동 획 보정을 우선하기,,Prefer auto-hinter over font hinting glyph operation,,,,,,,,
Help_eGlyphOperations_PreferAutoHinting,Prefer using the auto-hinter over the font's native hinter\nThis is overridden by 'Disable Auto-hinter' and 'Disable Hinting',글꼴 자체 보정보다 자동 보정을 우선합니다.\n이는 획 보정과 자동 획 보정 옵션에 영향을 받습니다.,,Prefer auto-hinter over font hinting glyph operation tooltip,,,,,,,,
ListBoxEnum_eGlyphOperations_NoScale,No Scale,비율 조절 안 하기,,No scale glyph operation,,,,,,,,
Help_eGlyphOperations_NoScale,Keep glyphs in font units and ignore requested size\nThis implies 'Disable Hinting',글꼴의 상형자들의 규격을 유지하고 그려지는 크기를 무시합니다.\n이는 획 보정을 비활성화합니다.,,No scale glyph operation tooltip,,,,,,,,
ListBoxEnum_eGlyphOperations_Warping,Warping,왜곡하기,,Warping glyph operation,,,,,,,,
Help_eGlyphOperations_Warping,Slightly warp glyphs to improve their grid alignment\nThis requires the auto-hinter and 'Normal' hinting mode,격자에 맞추기 위해 상형자를 살짝 왜곡합니다.\n이는 자동 획 보정과 '일반' 보정 옵션이 요구됩니다.,,Warping glyph operation,,,,,,,,
ListBoxEnum_eFontInterpreter_TrueType40,TrueType v40,트루타입 v40,,TrueTupe v40 interpreter,,,,,,,,
Help_eFontInterpreter_TrueType40,This interpreter imitates subpixel hinting,보정 시에 근처 픽셀들을 참조합니다.,,TrueTupe v40 interpreter tooltip,,,,,,,,
ListBoxEnum_eFontInterpreter_TrueType35,TrueType v35,트루타입 v35,,TrueTupe v35 interpreter,,,,,,,,
Help_eFontInterpreter_TrueType35,This interpreter is based on the TrueType specification and produces black-and-white bitmaps,표준에 기반을 두고 있으며 검정과 흰색 비트맵을 생성합니다.,,TrueTupe v35 interpreter tooltip,,,,,,,,
ListBoxEnum_eFixedPointRounding_Floor,Floor,버림,,Floor method,,,,,,,,
ListBoxEnum_eFixedPointRounding_Round,Round,반올림,,Round method,,,,,,,,
ListBoxEnum_eFixedPointRounding_Ceil,Ceil,올림,,Ceil method,,,,,,,,
Help_eFixedPointRounding_Floor,This rounds the value down to the previous integer,이전 정수로 내립니다.,,Floor tooltip,,,,,,,,
Help_eFixedPointRounding_Round,This rounds the value to the nearest integer,가까운 정수로 갑니다.,,Round tooltip,,,,,,,,
Help_eFixedPointRounding_Ceil,This rounds the value up to the next integer,다음 정수로 올립니다.,,Ceil tooltip,,,,,,,,
ComboBox_FlagMode_NoneSelected,None,없음,,No items selected in combobox flag mode,,,,,,,,
ComboBox_FlagMode_AllSelected,Everything,전부,,All items selected in combobox flag mode,,,,,,,,
GadgetToolbox_Button,Button,단추,,Gadget toolbox display name for button,,,,,,,,
GadgetToolbox_BrowseButton,Browse Button,탐색 단추,,Gadget toolbox display name for the browse button,,,,,,,,
GadgetToolbox_Buttons,Buttons,단추,,Gadget toolbox display name for the buttons group,,,,,,,,
GadgetToolbox_CheckBox,Checkbox,체크 박스,,Gadget toolbox display name for checkbox,,,,,,,,
GadgetToolbox_CloseButton,Close Button,닫기 단추,,Gadget toolbox display name for a close button,,,,,,,,
GadgetToolbox_Colour,Colour,색상,,Gadget toolbox display name for colour group,,,,,,,,
GadgetToolbox_ColourDialog,Colour Dialog,색상 대화상자,,Gadget toolbox display name for colour dialog,,,,,,,,
GadgetToolbox_ColourPalette,Colour Palette,색상 팔레트,,Gadget toolbox display name for colour palette,,,,,,,,
GadgetToolbox_ColourPicker,Colour Picker,색상 선택 도구,,Gadget toolbox display name for colour picker,,,,,,,,
GadgetToolbox_ColourSelectButton,Colour Select Button,색상 선택 단추,,Gadget toolbox heading for colour select button,,,,,,,,
GadgetToolbox_ComboBox,Combobox,콤보 박스,,Gadget toolbox display name for combobox,,,,,,,,
GadgetToolbox_Containers,Containers,컨테이너,,Gadget toolbox display name for container group,,,,,,,,
GadgetToolbox_DefaultBorderedWindow,Bordered Window,테두리 있는 창,,Gadget toolbox display name for a bordered window,,,,,,,,
GadgetToolbox_DefaultBorderlessWindow,Borderless Window,테두리 없는 창,,Gadget toolbox display name for a borderless window,,,,,,,,
GadgetToolbox_DefaultBlendWindow,Blend Window,혼합 창,,Gadget toolbox display name for a blend window,,,,,,,,
GadgetToolbox_FileInput,File Input,파일 입력,,gadget toolbox heading for the file input gadget,,,,,,,,
GadgetToolbox_Grid,Grid,격자,,Gadget toolbox display name for grid,,,,,,,,
GadgetToolbox_Group,Group,모음,,Gadget toolbox display name for group,,,,,,,,
GadgetToolbox_HorizontalScrollbar,Horizontal Scrollbar,횡 스크롤바,,Gadget toolbox display name for vertical scrollbar,,,,,,,,
GadgetToolbox_HorizontalSeparator,Horizontal Separator,횡 분리대,,Gadget toolbox display name for horizontal separator,,,,,,,,
GadgetToolbox_Image,Image,그림,,Gadget toolbox display name for image,,,,,,,,
GadgetToolbox_Input,Input,입력,,Gadget toolbox display name for input,,,,,,,,
GadgetToolbox_Label,Label,글귀,,Gadget toolbox display name for label,,,,,,,,
GadgetToolbox_LinkLabel,Link Label,외부 링크,,Gadget toolbox display name for link label,,,,,,,,
GadgetToolbox_ListBox,Listbox,목록 상자,,Gadget toolbox display name for listbox,,,,,,,,
GadgetToolbox_HeaderedListBox,Headered Listbox,머리글 목록 상자,,Gadget toolbox display name for headered listbox,,,,,,,,
GadgetToolbox_Lists,Lists,목록,,Gadget toolbox display name for lists group,,,,,,,,
GadgetToolbox_MenuBar,Menu Bar,메뉴 표시줄,,Gadget toolbox display name for menu bar,,,,,,,,
GadgetToolBox_Misc,Miscellaneous,미 분류,,Gadget toolbox display name for miscellaneous group,,,,,,,,
GadgetToolbox_MultiLineTextBox,Multiline Text Box,여러 줄 글 상자,,A multiline text input box,,,,,,,,
GadgetToolbox_NumericTextBox,Numeric Textbox,숫자 글 상자,,Gadget toolbox display name for numeric textbox,,,,,,,,
GadgetToolbox_PanArea,Pan Area,영역 이동,,Gadget toolbox pan area class name,,,,,,,,
GadgetToolbox_SequenceCanvas,Sequence Canvas,시퀀스 용지,,Gadget toolbox sequence canvas name,,,,,,,,
GadgetToolbox_RadioButton,Radio Button,라디오 단추,,Gadget toolbox display name for radio button,,,,,,,,
GadgetToolbox_RadioButtons,Radio Buttons,라디오 단추들,,Gadget toolbox display name for radio buttons group,,,,,,,,
GadgetToolbox_RadioGroup,Radio Button Group,라디오 단추 모음,,Gadget toolbox display name for radio button group,,,,,,,,
GadgetToolbox_Scrollbars,Scrollbars,스크롤 막대,,Gadget toolbox display name for scrollbars,,,,,,,,
GadgetToolbox_ScrollPanel,Scroll Panel,스크롤 창,,Gadget toolbox display name for scroll panel,,,,,,,,
GadgetToolbox_Separators,Separators,구분 기호,,Gadget toolbox display name for separators,,,,,,,,
GadgetToolbox_Slider,Slider,슬라이더,,Gadget toolbox display name for slider,,,,,,,,
GadgetToolbox_ThumbnailSlider,Thumbnail Slider,미리보기 슬라이더,,Gadget toolbox display name for thumbnail slider,,,,,,,,
GadgetToolbox_AngularSelect,Angular Select,각도 선택 창,,Gadget toolbox display name for angular select,,,,,,,,
GadgetToolbox_StackPanel,Stack Panel,스택 창,,Gadget toolbox display name for stack panel,,,,,,,,
GadgetToolbox_TabControl,Tab Control Panel,탭 제어판,,Gadget toolbox display name for tab control,,,,,,,,
GadgetToolbox_TextBox,Textbox,글 상자,,Gadget toolbox display name for textbox,,,,,,,,
GadgetToolbox_FunctionTextBox,Function Textbox,함수 글 상자,,Gadget toolbox display name for function textbox,,,,,,,,
GadgetToolbox_TextInput,Text Input,글자 입력,,Gadget toolbox display name for  text input group,,,,,,,,
GadgetToolbox_TitleBar,Title Bar,제목 표시줄,,Gadget toolbox display name for title bar,,,,,,,,
GadgetToolbox_ToggleButton,Toggle Button,전환 단추,,Gadget GadgetToolbox_ExpandableCategorytoolbox display name for a toggle button,,,,,,,,
GadgetToolbox_TreeView,Tree View,계층 보기,,Gadget toolbox display name for tree view,,,,,,,,
GadgetToolbox_VerticalScrollbar,Vertical Scrollbar,세로 스크롤바,,Gadget toolbox display name for horizontal scrollbar,,,,,,,,
GadgetToolbox_VerticalSeparator,Vertical Separator,세로 분리대,,Gadget toolbox display name for vertical separator,,,,,,,,
GadgetToolbox_Window,Window,창,,Gadget toolbox display name for window,,,,,,,,
GadgetToolbox_WindowFrame,Window Frame,창 테두리,,Gadget toolbox display name for window frame,,,,,,,,
GadgetToolBox_Windowing,Windowing,창 모음,,Gadget toolbox display name for windowing group,,,,,,,,
GadgetToolbox_TextEditorPanel,Text Editor Panel,글자 편집기 창,,Gadget toolbox display for the text editor panel,,,,,,,,
GadgetToolbox_ResourceButton,Resource Select Button,자원 선택 단추,,Gadget toolbox display for the resource button,,,,,,,,
GadgetToolbox_ResourceDropPanel,Resource Drop Panel,자원 놓기 창,,Gadget toolbox display for the resource drop panel,,,,,,,,
GadgetToolbox_ResourceImage,Resource Image,자원 그림,,Gadget toolbox display for the resource image icon,,,,,,,,
GadgetToolbox_ResourceSpriteIcon,Sprite Icon,스프라이트 아이콘,,Gadget toolbox display for the sprite icon,,,,,,,,
GadgetToolbox_ResourceObjectIcon,Object Icon,객체 아이콘,,Gadget toolbox display for the object icon,,,,,,,,
GadgetToolbox_ResourceTileSetIcon,Tile Set Icon,타일 세트 아이콘,,Gadget toolbox display for the tileset icon,,,,,,,,
GadgetToolbox_SpriteSelector,Sprite Selector,스프라이트 선택기,,Gadget toolbox display for the sprite selector,,,,,,,,
GadgetToolbox_Resources,Resources,자원,,Gadget toolbox heading for the resources group,,,,,,,,
GadgetToolbox_DnD,Drag and Drop,Drag and Drop,,Gadget toolbox heading for the Drag and Drop group,,,,,,,,
Game_Options,Game Options - {0},게임 설정: {0},,Takes platform argument to show type of Game Options being displayed,,,,,,,,
AddOns,Add-ons,부가 기능,,Add-ons node label,,,,,,,,
GameOptions_AddOns_Label,Add one or more add-ons to this project,이 프로젝트에 하나 이상의 부가 기능을 추가하세요.,,Add addon to this project label,,,,,,,,
GameOptions_Extensions,Extensions,확장 기능,,Extensions node label,,,,,,,,
Gamemaker_Help,Help,도움말,,Help window title,,,,,,,,
Gamemaker_News,News,소식,,News window title,,,,,,,,
Gmez_NoProject,Gmez Import: No project to import into,가져올 프로젝트가 없어요.,,Error when importing without a project loaded,,,,,,,,
GraphicProperties_AnimSpeed,Speed,속도,,The animation speed for graphics,,,,,,,,
GraphicProperties_FrameIndex,Frame,프레임,,The initial frame for the sprite,,,,,,,,
GraphicProperties_HeadPosition,Head,머리,,The initial head for the sprite,,,,,,,,
GraphicProperties_Height,Height,높이,,graphic properties caption for height textbox,,,,,,,,
GraphicProperties_PosX,X,X,,graphic properties caption for x textbox,,,,,,,,
GraphicProperties_PosY,Y,Y,,graphic properties caption for y textbox,,,,,,,,
GraphicProperties_u0,U0,U0,,graphic properties caption for u0 textbox,,,,,,,,
GraphicProperties_u1,U1,U1,,graphic properties caption for u1 textbox,,,,,,,,
GraphicProperties_v0,V0,V0,,graphic properties caption for v0 textbox,,,,,,,,
GraphicProperties_v1,V1,V1,,graphic properties caption for v1 textbox,,,,,,,,
GraphicProperties_Width,Width,너비:,,graphic properties caption for width textbox,,,,,,,,
GraphicProperties_AnimationSpeed,Animation Speed,재생 속도,,graphic properties caption for animation speed textbox,,,,,,,,
Grid_InsertColumnAfter,Insert Column After,앞에 열 삽입하기,,Context menu option to insert a new column after the selected column,,,,,,,,
Grid_InsertColumnBefore,Insert Column Before,뒤에 열 삽입하기,,Context menu option to insert a new column before the selected column,,,,,,,,
Grid_InsertColumnSplitterAfter,Insert Grid Column Splitter After,앞에 열 분리대 삽입하기,,Context menu option to insert a new column splitter after the selected column,,,,,,,,
Grid_InsertColumnSplitterBefore,Insert Grid Column Splitter Before,뒤에 열 분리대 삽입하기,,Context menu option to insert a new column splitter before the selected column,,,,,,,,
Grid_InsertColumnDockSplitterAfter,Insert Grid Column Dock Splitter After,앞에 격자 열 분리대 삽입하기,,Context menu option to insert a new column dock splitter after the selected column,,,,,,,,
Grid_InsertColumnDockSplitterBefore,Insert Grid Column Dock Splitter Before,뒤에 격자 열 분리대 삽입하기,,Context menu option to insert a new column dock splitter before the selected column,,,,,,,,
Grid_InsertRowAfter,Insert Row After,앞에 행 삽입하기,,Context menu option to insert a new row after the selected row,,,,,,,,
Grid_InsertRowBefore,Insert Row Before,뒤에 행 삽입하기,,Context menu option to insert a new row before the selected row,,,,,,,,
Grid_InsertRowSplitterAfter,Insert Grid Row Splitter After,뒤에 행 분리대 삽입하기,,Context menu option to insert a new row splitter after the selected row,,,,,,,,
Grid_InsertRowSplitterBefore,Insert Grid Row Splitter Before,앞에 행 분리대 삽입하기,,Context menu option to insert a new row splitter before the selected row,,,,,,,,
Grid_InsertRowDockSplitterAfter,Insert Grid Row Dock Splitter After,앞에 격자 행 분리대 삽입하기,,Context menu option to insert a new row dock splitter after the selected row,,,,,,,,
Grid_InsertRowDockSplitterBefore,Insert Grid Row Dock Splitter Before,뒤에 격자 행 분리대 삽입하기,,Context menu option to insert a new row dock splitter before the selected row,,,,,,,,
Grid_MoveColumnLeft,Move Column Left,열 왼쪽으로 이동하기,,Context menu option to move column left,,,,,,,,
Grid_MoveColumnRight,Move Column Right,열 오른쪽으로 이동하기,,Context menu option to move column right,,,,,,,,
Grid_MoveRowDown,Move Row Down,행 아래로 이동하기,,Context menu option to move row down,,,,,,,,
Grid_MoveRowUp,Move Row Up,행 위로 이동하기,,Context menu option to move row up,,,,,,,,
Grid_MoveToSpanColumns,Span All Columns,모든 열 확장하기,,Context menu option to make a gadget span all the columns,,,,,,,,
Grid_MoveToSpanGrid,Span Entire Grid,전체 격자 확장하기,,Context menu option to make a gadget span the entire grid it currently inhabits,,,,,,,,
Grid_MoveToSpanRows,Span All Rows,모든 행 확장하기,,Context menu option to make a gadget span all the rows,,,,,,,,
Grid_RemoveColumn,Remove Column(s),열 제거,,Context menu option to remove a column or columns,,,,,,,,
Grid_RemoveRow,Remove Row(s),행 제거,,Context menu option to remove a row or rows,,,,,,,,
History_Title,History,기록,,History window title,,,,,,,,
IDEMenu_Account,Account,계정,,"IDE menu ""Account""",,,,,,,,
IDEMenu_Build,Build,빌드,,"File menu ""Build""",,,,,,,,
IDEMenu_Edit,Edit,편집,,The Edit menu item name,,,,,,,,
IDEMenu_File,File,파일,,The File menu item name,,,,,,,,
IDEMenu_Views,${IDEMenuViews},${IDEMenuViews},,Main menu entry for views,,,,,,,,
IDEMenu_Tools,Tools,도구,,Main menu entry for tools,,,,,,,,
IDEMenu_Help,Help,도움말,,Main menu entry for HELP,,,,,,,,
IDEMenu_Help_SupportForum,Support Forums,지원 포럼,,Help menu item for support forums,,,,,,,,
IDEMenu_Help_YYG,YoYoGames.com,YoYoGames.com,,Help menu item for main yoyogames website,,,,,,,,
IDEMenu_Help_GMC,GameMaker Community,GameMaker 커뮤니티,,Help menu item for gmc forums,,,,,,,,
IDEMenu_Help_BetaForums,Mac Closed beta forums,Mac 비공개 베타 포럼,,Closed beta forums for Mac,,,,,,,,
IDEMenu_Help_SDKS,Required SDKs,요구 SDKs,,Help menu item for the required sdks page,,,,,,,,
IDEMenu_Help_KnowledgeBase,Knowledge Base,지식 창고,,Help menu item for knowledge base,,,,,,,,
IDEMenu_Help_ReportBug,Report a Bug,버그 제보,,Help menu item for report a bug page,,,,,,,,
IDEMenu_Help_ReleaseNotes,Release Notes,출시 내역,,Help menu item for release notes,,,,,,,,
IDEMenu_Help_RuntimeReleaseNotes,Current Runtime Release Notes,현재 런타임 출시 내역,,Help menu item for current runtime release notes,,,,,,,,
IDEMenu_Help_StartPage,Start Page,시작,,Help menu item for reopening the start page,,,,,,,,
IDEMenu_Help_WelcomePage,Welcome Page,환영,,Help menu item for reopening the welcome page,,,,,,,,
IDEMenu_Help_Help,Open Manual,설명서 열기,,Help menu item for actual help,,,,,,,,
IDEMenu_Help_About,${IDEMenuHelpAbout},알아보기,,Help menu item for actual About,,,,,,,,
IDEMenu_Help_Licenses,Licences,라이선스,,Help menu item for licences,,,,,,,,
IDEMenu_Help_OpenInExplorer,${OpenProjectInExplorer},${OpenProjectInExplorer},,Help menu item for opening the explorer window at the current project's location,,,,,,,,
IDEMenu_Help_LogFile,${ShowLogFileInExplorer},${ShowLogFileInExplorer},,Help menu item for taking the user to the log file location,,,,,,,,
IDEMenu_Marketplace,Marketplace,장터,,Main menu entry for marketplace,,,,,,,,
IDEMenu_Texturepage,Texture Groups,텍스처 모음,,Texture group manager,,,,,,,,
IDEMenu_Audiogroups,Audio Groups,오디오 모음,,Audio group manager,,,,,,,,
IDEMenu_SoundMixer,Sound Mixer,소리 혼합기,,Open Sound Mixer,,,,,,,,
IDEMenu_Layouts,Layouts,레이아웃,,Layouts,,,,,,,,
IDEMenu_LoadLayout,Load Layout,불러오기,,Main menu entry for load layouts,,,,,,,,
IDEMenu_SaveLayout,Save Layout,저장,,Main menu entry for save layouts,,,,,,,,
IDEMenu_ResetLayout,Reset Layout,초기화,,Main menu entry for resetting the layout,,,,,,,,
IDETooltip_StartPage,Start Page,시작,,IDE toolbar tooltip for the home button,,,,,,,,
IDETooltip_NewProject,New Project ,새 프로젝트 만들기 (${show_new_projects_page}),,IDE toolbar tooltip,,,,,,,,
IDETooltip_OpenProject,Open Project ,열기 (${load_project_dialog}),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Save,Save Project ,저장하기 (${menu_save_project_incremental}),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Package,Create Executable ,실행 파일 만들기 (${package_program}),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Package_FreeDisabled,Create Executable (not available with Trial Licence),실행 파일 만들기 (체험판에서는 사용 불가능),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Debug,Debug ,디버그 (F6),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Run,Run ,실행 (F5),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Stop,Stop,중지,,IDE toolbar tooltip,,,,,,,,
IDETooltip_Clean,Clean ,청소 (${clean_program}),,IDE toolbar tooltip,,,,,,,,
IDETooltip_GameSettings,Game Options,전역 게임 설정,,IDE toolbar tooltip,,,,,,,,
IDETooltip_Help,Help ,설명서 (F1),,IDE toolbar tooltip,,,,,,,,
IDETooltip_Targets,Targets,대상,,IDE toolbar tooltip,,,,,,,,
IDETooltip_Notifications,Notifications,알림,,IDE toolbar notifications tooltip,,,,,,,,
IDETooltop_WorkspaceZoomIn,Zoom In ,확대 (${zoom_in_workspace}),,workspace zoom in ide toolbar tooltip,,,,,,,,
IDETooltop_WorkspaceZoomOut,Zoom Out ,축소 (${zoom_out_workspace}),,workspace zoom out ide toolbar tooltip,,,,,,,,
IDETooltop_WorkspaceZoomReset,Zoom Reset ,배율 재설정 (${reset_workspace_zoom}),,workspace zoom reset ide toolbar tooltip,,,,,,,,
IDETooltop_CollapseDocks,Collapse/Expand dock panels ,도크 접거나 펼치기 (F12),,collapse/expand docks tooltip,,,,,,,,
ImageEditor_AddFrame,Add Frame,프레임 추가하기,,Image editor menu option -Add frame,,,,,,,,
ImageEditor_AddFromFile,Import Image(s),그림 가져오기,,Add images from file menu option,,,,,,,,
ImageEditor_CreateFromStrip,Convert to Frames,프레임으로 변환하기,,create from strip menu option,,,,,,,,
ImageEditor_ImportFromStrip,Import Strip Image,연속되는 그림 가져오기,,import strip image menu option,,,,,,,,
ImageEditor_ExportToPNG,Export to PNG,PNG로 내보내기,,export to png image menu option,,,,,,,,
ImageEditor_AddGroup,Add group,폴더 추가하기,,Image editor layer context menu - add group,,,,,,,,
ImageEditor_AddLayer,Add layer,레이어 추가하기,,Image editor layer context menu - add layer,,,,,,,,
ImageEditor_AllLayers,All Layers,모든 레이어,,effect all layers option,,,,,,,,
ImageEditor_Arc_Iterations,Iterations:,반복,,Iterations slider label for Arc Tool,,,,,,,,
ImageEditor_BrushPanelTitle,Brushes,붓,,brushes panel title,,,,,,,,
ImageEditor_CancelSelection,Cancel Selection,선택 취소하기,,Image editor menu option -Cancel selection,,,,,,,,
ImageEditor_NewCanvasSize,New Canvas Size:,새 용지 크기,,image editor new canvas size,,,,,,,,
ImageEditor_CentreFit,Fit Screen,화면에 맞추기,,"Image editor view menu - centre, scale to fit",,,,,,,,
ImageEditor_CentreUnitScale,1:01,1:01,,Image editor view menu - centre unit scale,,,,,,,,
ImageEditor_ColourLeftLabel,Left:,좌측,,left brush label,,,,,,,,
ImageEditor_ColourOnly,Colour only,색깔만,,Image editor magic wand colour only checkbox,,,,,,,,
ImageEditor_ColourPanelTitle,Colours,색상,,colours panel title,,,,,,,,
ImageEditor_UnableToLoadFrame,Unable to load,불러올 수 없음,,Unable to load frame dialog title,,,,,,,,
ImageEditor_InvalidSpriteFrame,Sprite {0} contains {1} image(s) that failed to load. Affected frames have been removed from the sprite.,{1}개의 그림을 가지는 스프라이트 {0}을(를) 불러오지 못했어요. 영향 받은 프레임들을 지웠어요.,,Failed to load image,,,,,,,,
IE_ColourPanel_MenuToolTip,Colour Options,색상 선택지,,image editor colours panel menu button tooltip,,,,,,,,
ImageEditor_ColourRightLabel,Right:,우측,,right brush label,,,,,,,,
ImageEditor_CommitToolChanges,Commit Tool Changes?,변경 사항을 확정할까요?,,Commit tool changes,,,,,,,,
ImageEditor_CropToSelection,Crop All Frames To Selection,선택 영역만큼 모든 프레임 정돈하기,,Image editor - crop to selection menu option,,,,,,,,
ImageEditor_AutoTrim,Auto Trim All Frames,자동으로 모든 프레임 정돈하기,,Image editor - auto trim all frames,,,,,,,,
ImageEditor_ReverseFrames,Reverse Frames,순서 거꾸로 하기,,Image Editor - reverse frames menu entry,,,,,,,,
ImageEditor_Cut,Cut,잘라내기,,Image editor menu option -Cut,,,,,,,,
ImageEditor_CutFrame,Cut Frame,낱장 잘라내기,,Image editor menu option -Cut,,,,,,,,
ImageEditor_CutSelection,Cut Selection,선택 영역 잘라내기,,Image editor menu option -Cut,,,,,,,,
ImageEditor_Copy,Copy,복사하기,,Image editor menu option -Copy,,,,,,,,
ImageEditor_CopyFrame,Copy Frame,낱장 복사하기,,Image editor copy frame menu option,,,,,,,,
